key_resp.corr,key_resp.rt,Key_resp.corr,Key_resp.rt,,,Sequential,Random
1,1.022583800018765,,,,,1.0225838,1.1352815
1,0.28153589996509254,,,,,0.2815359,0.5615073
1,0.8477659,,,,,0.8477659,0.4415443
1,0.30455260002054274,,,,,0.3045526,0.324122
1,0.5001282000448555,,,,,0.5001282,0.4510666
1,0.5579649999854155,,,,,0.557965,0.6172216
1,0.30094410001765937,,,,,0.3009441,0.3403407
1,0.18533710000338033,,,,,0.1853371,0.3737854
1,0.31217049999395385,,,,,0.3121705,0.5051169
1,0.27565320004941896,,,,,0.2756532,0.3539187
1,0.21767130005173385,,,,,0.2176713,0.4409951
1,0.3354318999918178,,,,,0.3354319,0.3327238
1,0.49810580001212656,,,,,0.4981058,0.6078076
1,0.3031823000055738,,,,,0.3031823,0.2969954
1,0.2839928000466898,,,,,0.2839928,0.4198826
1,0.3275904000038281,,,,,0.3275904,0.2781674
1,0.1120068000163883,,,,,0.1120068,0.3558609
1,0.44253639999078587,,,,,0.4425364,0.4674351
1,0.3905735000153072,,,,,0.3905735,0.4788419
1,0.3240611999644898,,,,,0.3240612,0.3086806
1,0.3255079000373371,,,,,0.3255079,0.4423074
1,0.2683060000417754,,,,,0.268306,0.3489458
1,0.2581686999765225,,,,,0.2581687,0.4288063
1,0.3052167999558151,,,,,0.3052168,0.3606201
1,0.31249189999653026,,,,,0.3124919,0.5844426
1,0.23341799998888746,,,,,0.233418,0.4505883
1,0.34035539999604225,,,,,0.3403554,0.9559514
1,0.5142303999746218,,,,,0.5142304,0.404261
1,0.5870816999813542,,,,,0.5870817,0.4599513
1,0.29402899998240173,,,,,0.294029,0.6168228
1,0.0358383,,,,,0.0358383,0.4666247
1,0.1481512,,,,,0.1481512,0.4469069
1,0.7700198999955319,,,,,0.7700199,0.4273724
1,0.2450562000158243,,,,,0.2450562,0.4746339
1,0.2867395000066608,,,,,0.2867395,0.4999066
1,0.0382792,,,,,0.0382792,0.4947173
1,0.29441939998650923,,,,,0.2944194,0.3356081
1,0.33358559996122494,,,,,0.3335856,0.3029145
1,0.20128309994470328,,,,,0.2012831,0.3411911
1,0.32222580001689494,,,,,0.3222258,0.3966608
1,0.3081470000324771,,,,,0.308147,0.5333926
1,0.25581090000923723,,,,,0.2558109,0.6399621
1,0.30631529999664053,,,,,0.3063153,0.4887136
1,0.3262062,,,,,0.3262062,0.2912426
1,0.3867910000262782,,,,,0.386791,0.6347608
1,0.2850167,,,,,0.2850167,0.4540141
1,0.30446900002425537,,,,,0.304469,0.5535843
1,0.3211192000308074,,,,,0.3211192,0.2840919
1,0.3908141999854706,,,,,0.3908142,0.5686066
1,0.2835727999918163,,,,,0.2835728,0.5965647
1,0.3128026000340469,,,,,0.3128026,0.4693231
1,0.30378030001884326,,,,,0.3037803,0.3181302
1,0.23905750003177673,,,,,0.2390575,0.5107818
1,0.3155902000144124,,,,,0.3155902,0.4181336
1,0.7333875000476837,,,,,0.7333875,0.4527932
1,0.37319660000503063,,,,,0.3731966,0.5737448
