key_resp.corr,key_resp.rt,Key_resp.corr,Key_resp.rt,,,Sequential,Random
1,0.6521569999749772,,,,,0.652157,0.6615409
1,0.42659119999734685,,,,,0.4265912,0.9116112
1,0.5265897000208497,,,,,0.5265897,0.3824713
1,0.3157493000035174,,,,,0.3157493,0.4478736
1,0.2972075000288896,,,,,0.2972075,0.3740967
1,0.28282030002446845,,,,,0.2828203,0.3295171
1,0.4429843000252731,,,,,0.4429843,0.3272026
1,0.5668135000159964,,,,,0.5668135,0.665663
1,0.38932160002877936,,,,,0.3893216,0.5031017
1,0.4471004999941215,,,,,0.4471005,0.3963892
1,0.3923060999950394,,,,,0.3923061,0.3383995
1,0.49128489999566227,,,,,0.4912849,0.3774741
1,0.28908819996286184,,,,,0.2890882,0.4098249
1,0.24450699996668845,,,,,0.244507,0.5274854
1,0.3577316000009887,,,,,0.3577316,0.7276035
1,0.6401507999980822,,,,,0.6401508,0.5527231
1,0.42899230000330135,,,,,0.4289923,0.5610696
1,0.28170479997061193,,,,,0.2817048,0.5477005
1,0.29148089996306226,,,,,0.2914809,0.4794967
1,0.3081831,,,,,0.308183,0.4888188
1,0.3355438999715261,,,,,0.3355439,0.411942
1,0.3432477000169456,,,,,0.3432477,0.7500915
1,0.48666639998555183,,,,,0.4866664,0.5217826
1,0.3093996000243351,,,,,0.3093996,0.5395956
1,0.42679619998671114,,,,,0.4267962,0.3912721
1,0.27231380000011995,,,,,0.2723138,0.6435469
1,0.016305500001180917,,,,,0.0163055,0.6160479
1,0.2646752000437118,,,,,0.2646752,0.4751828
1,0.4515638999873772,,,,,0.4515639,0.6551497
1,0.2746085000107996,,,,,0.2746085,0.4745142
1,0.3529211999848485,,,,,0.3529212,0.6344053
1,0.5006153000285849,,,,,0.5006153,0.5053768
1,0.3525489,,,,,0.352549,0.42534
1,0.31007589999353513,,,,,0.3100759,0.5789732
1,0.3223831000505015,,,,,0.3223831,0.587647
1,0.3193440000177361,,,,,0.319344,0.604383
